label	statement
1	I have a very conservative voting record.
0	Says crime statistics show blacks kill 81 percent of white homicide victims.
1	Says Gov. Doug Ducey wants to use taxpayer dollars to increase the salaries of private prison guards.
1	Says Every year air pollution protections are delayed, another 34,000 people will die prematurely.
1	[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.
0	Says while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.
1	While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.
1	The cost of health care is now the single-biggest factor driving down the federal budget deficit.
1	Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.
1	Says taking millionaires off food stamps and unemployment would save $20 million.
1	McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.
1	What the Arizona law does is make a state crime out of something that already is... a federal crime.
1	Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.
0	"The stimulus bill includes ""$300,000 for a sculpture garden in Miami."""
1	Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.
1	Why are Muslim armies so useless against ISIS? ... There are 20,000 or 30,000 (ISIS fighters). The countries surrounding ISIS have armies totaling 5 million people.
1	For the first time in history, the share of the national popular vote margin is smaller than the Latino vote margin.
0	Bill White has presided over the construction of what may be the worlds largest abortion clinic.
0	When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.
1	Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.
1	Rep. Peter Petrarca voted on two pieces of legislation that helped auto body shops ... and at that point I think there is a conflict of interest.
1	From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.
1	Texas is LAST (50th) in spending for mental health care.
1	A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state employment commission reinstated the person.
0	Says Barack Obama began his presidency going on a worldwide apology tour.
1	Women receive only 77 cents for every dollar a man earns.
0	McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' 
1	The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.
1	If President Barack Obama strikes a nuclear deal with Iran, the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.
1	Obama has maintained a friendship with a now convicted felon.
0	An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.
1	Taxes are lower on families than theyve been probably in the last 50 years.
1	Under Mary Burkes leadership, Commerce Department business-incentive programs had major shortcomings and 40 percent of jobs...didnt materialize.
1	President Obama said 22 times he could not authorize immigration reform by executive order.
1	In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.
1	The United States is 50th in life expectancy in the world.
1	The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.
1	At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.
1	Nearly one in five women in America has been a victim of rape or attempted rape.
0	Says CNN deleted an online poll showing Bernie Sanders won the first Democratic presidential debate to help out Hillary Clinton.
0	Gov. Scott Walker (is) more than halfway to (his) 250,000 jobs goal.
1	State employees havent received a raise in five or six years.
1	The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.
0	You must list all your guns on your 2010 tax return.
1	When is a farm bill not a farm bill? When 90 percent of it is for food stamps.
1	Says that in Ohio right now, you could be 8 months pregnant and have an abortion for no reason.
1	Travis County now has the highest urban county tax rate in Texas.
1	Last year, American oil production reached its highest level since 2003.
0	Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work.
1	The Republicans have demanded deep cuts in education. Theyve demanded cuts in cancer research and other research to find cures and treatments to diseases.
1	The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.
0	Says Hillary Clinton has not answered a single question about her immigration plan.
1	#Business formation is still on the rise in Ohio! So far in 2011 weve assisted w/ 44,443 new business filings.
1	The United Nations has conducted 172 successful peacekeeping missions and negotiations.
1	Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.
1	State Sen. Alberta Darling voted to add more than $1 billion in additional spending while cutting programs such as education and health care
0	Says his patents in ultrasound have revolutionized modern medicine.
1	We had the Democratic Governors Association and the Obama political machine come into a Republican primary to try and rig the election by spending $1 million against me in the last couple of days.
1	The Islamic State, or ISIS, was cast off by al-Qaida because it was considered too extreme.
1	Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.
0	The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.
1	In 2010, the non-partisan Government Accountability Office found that only 6.5 percent of the U.S.-Mexico border was under full control of the Border Patrol.
1	Says enrolling a student in a subsidized lunch program triggers an at risk designation, resulting in an extra $6,000 to $7,000 of state school aid per student.
1	Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame.
1	Sue Lowden gave Harry Reid's campaigns a thousand dollars in five different elections, helping his Senate dreams come true.
1	Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.
0	Says that at a campaign rally President Barack Obama spent so much time screaming at a protester, and frankly it was a disgrace.
1	The Boston Marathon bombing is the fifth case in which U.S. government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders.
0	Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.
0	A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.
0	The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.
1	Were only spending 2 percent of our GDP on our infrastructure, while China and India are spending 10 percent of their GDP reinvesting back into their country.
1	Florida has the most concealed weapon permits in the nation, nearly double that of the second state, which is Texas.
1	"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this."""
1	...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.
1	For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.
1	We just had the best year for the auto industry in America in history.
1	In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.
1	Up to half of all Americans have a pre-existing condition.
1	When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said lets raise it to $12.
0	The first tweet was sent from Austin.
0	The Mexican government forces many bad people into our country.
1	"Says she introduced a ban on ""dirty dancing."""
0	20 million people could lose their current coverage including our senior citizens who are on Medicare.
1	The failings in our civil service are encouraged by a system that makes it very difficult to fire someone even for gross misconduct.
1	More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.
0	Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015:I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.
0	99% of NJ voters do NOT support hunting.
0	"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain."""
1	Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned.
1	Under former President George W. Bushs administration while the population in that period grew by 10 percent, the number of jobs in the nation grew by 1 percent.
0	Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.
1	The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes.
1	Says Jeanne Shaheen has voted with the president 99 percent of the time.
1	Says that as Wisconsin governor, we ended welfare.
1	Only 14 percent of Catholics agree with the Vaticans position that abortion should be illegal.
1	Georgia has lost more than 124,000 jobs and the unemployment rate has increased since the stimulus passed
1	Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.
1	Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.
1	In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.
1	Says Republicans want to cut education by 25 percent.
0	A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.
0	Says her accomplishments include a fiscally responsible budget agreement that controls state spending.
1	Says Hillary Clintons rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of Americans.
1	Mayor Barrett saved Milwaukee $25 million, thanks to Gov. Walkers reforms.
1	When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.
1	Says Scott Walker cut back early voting and signed legislation that would make it harder for college students to vote.
1	There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.
0	Inner-city crime is reaching record levels.
0	When Hillary Clinton ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen they dont know.
1	Bruce Rauner is of record that he will fully support the Trump candidacy. Its documented. Its available.
1	Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s.
1	Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.
0	"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy."""
1	Every taxpayer owes about $130,000 to pay off the national debt.
0	Says Bernie Sanders is going to tax you people at 90 percent.
0	As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.
1	Says Obama doubled funding for the Pell Grant.
1	Says excise taxes are...disproportionately burdening middle- and lower-income consumers.
1	We have provided at least 16 tax cuts to small businesses.
0	Says Gov. John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash.
1	22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law, he said, quote, I just changed the law.
1	A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.
1	Chicago Public Schools lead the country in high school graduation of an urban school system, match the United States of America in kids graduating high school going on to a four-year college, and are producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.
1	Texas ranks 49th in per-pupil funding among the states.
1	Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.
1	Wisconsins pension system is the only one fully funded in the country.
0	Says Gov. Scott Walker has been rated Americas most factually-challenged politician.
0	Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.
0	My opponent has no child care plan.
1	By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.
1	Amendment 2 on medical marijuana won a higher percentage of the vote than the last six Florida governors, including Jeb Bushs 2002 landslide.
1	Says because of his actions, Wisconsin property taxes today are lower than they were four years ago.
1	Texas is experiencing the fastest population growth in the country, adding more than 1,000 people a day.
0	There are 30,000 people that have been killed with seat belts.
1	Says the number of Americans living at or below the poverty line is at its highest level since 1964.
1	Ohios lost more jobs in March than any other state in the nation.
0	The U.S. unemployment rate has been massaged, its been doctored.
1	The reason why Cubans dont have access to 21st century telecommunications like smart phones, like access to the Internet is because it is illegal in Cuba.
1	The founders advised non-interventionism.
1	There's not a major bill I know with Hillary's name on it.
1	"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union."""
1	When we look at the number of murders in the United States (in) 2009, we had 9,500 people murdered. When we look around the world, we see ... large countries, the U.K., Germany, Japan had 200 or less killed in a year.
1	As mayor, [Allan Fung] raised taxes three times.
1	When I ran against incumbent President Gerald Ford, you know how much money we raised? None.
1	It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.
1	I delivered to you a budget that ... cuts taxes by $2 billion.
0	"Schoolchildren across the nation ""will be forced to watch the president justify his plans for government-run health care, banks, and automobile companies, increasing taxes on those who create jobs, and racking up more debt than any other president."""
0	The media wont publish a real photo of Trayvon Martin with tattoos on his face.
1	When total Sandy spending is added up, its more than the annual budget for the U.S. Department of Homeland Security. And its more than twice the annual budget of the U.S. Energy Department.
1	Says he and Mitt Romney always said that we agree with the 2014 deadline for leaving Afghanistan.
1	Rhode Island could tell you who has a camper, but we couldnt figure out who has a gun.
1	Tim Kaine reduced higher education funding by 25 percent when he was governor, driving up tuition...
1	Income disparities in the United States are the worst since the 1920s.
1	Over 97 percent of the scientific community believe that humans are contributing to climate change.
1	Georgia lawmakers balanced the budget without raising taxes on residents.
0	Says Mitt Romney did not pay taxes for 10 years.
1	A Florida judge ruled parts of Obamacare unconstitutional.
0	You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job.
0	Except for Virginia, the other 49 states keep raising their gas tax.
1	A small business in my district needed 31 different permits and fees just to be able to expand.
1	In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.
0	To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.
0	Says Rick Perry is spending more money than the state takes in, covering his deficits with record borrowing.
1	Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.
1	Republicans extended unemployment insurance under President Bush when he asked to extend unemployment insurance.
0	An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was dragged through the streets and abused.
1	The Ohio Democratic Party has raised $1.1 million since the November election. A very small percentage of that has come from organized labor.
1	"Half of all personal bankruptcies in America ""are caused by medical bills."""
1	At Twin River, were more than competitive with nearby casinos in slot machine payouts.
1	If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.
1	Thanks to our reforms, the average family will have an extra $322 to spend.
1	There are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them.
1	Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it.
0	Nearly 60% of all occupants of HUD properties in U.S. are illegals.
1	About 2 percent of Americans get paid the minimum wage.
1	One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.
0	Says former Federal Reserve Chairman Alan Greenspan said that if the workers are more insecure, thats very healthy for the society because theyll serve the masters gladly and passively.
0	Says that Tennessee Gov. Bill Haslam has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor.
1	Georgia has the nations fifth largest Women, Infants and Children (WIC) Supplemental Nutrition program, serving more than 270,000 mothers, babies and children every day.
0	Its possible that non-citizen voters were responsible for Obamas 2008 victory in North Carolina.
1	I was the most bipartisan senator in the United States Senate.
1	Alaska Sens. Lisa Murkowski and Mark Begich vote as much as 80 percent of the time together.
1	Says 85 percent of IDEA charter-school students come from low-income families and about 99 percent of its graduates go to college.
0	Says Ted Cruz said: While there may have been an age difference, Josh Duggars transgressions are far less an affront to God than what gays do to each other.
0	Says Bill White is refusing to debate.
0	Idaho Republican Rep. Mike Simpson is a liberal who voted with Nancy Pelosi to fund sex study programs of San Francisco prostitutes and to regulate the sale of firearms.
1	Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.
1	Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV.
1	95 percent of the income gains in the last few years have gone to the top 1 percent.
1	The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor.
1	Says the high-speed rail project provides short-term jobs.
1	The state has less employees this year than we did last year.
1	On average, women make 77 cents for every dollar men make.
0	The Democrats are very sly. (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, theyre busing them in all over the place.
0	Says, regarding the presence of classified information in her email, FBI Director James Comey said my answers were truthful, and what Ive said is consistent with what I have told the American people.
0	The unemployment rate may be as high as 42 percent.
0	Obama Signs Bill Forgiving All Student Loan Debt.
1	The state covered a smaller percentage of the cost of K-12 education in 2013 than it did in 2002.
1	Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.
1	Weve been able to create about 60,000 net new jobs in Virginia since February.
1	Georgia is now the eighth most populous state in the nation, moving from the number 10 position in just four years.
0	Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.
1	Under Ted Cruzs tax plan, businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.
1	Because of (U.S. Sen.-elect Ron) Johnsons leadership, Senate Republicans adopted a caucus ban on earmarks.
0	Were one of the only communities in the country that didnt lose population in the last census.
1	Says that under President John F. Kennedy, government took up 27 percent of the economy, and today it consumes 37 percent.
1	Nationwide tuition at public universities is up almost 300 percent ... in the last 20 years.
1	Nevada is No. 1 in unemployment, violent crime, car theft, divorce, robberies and foreclosures.
0	The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.
1	Youth unemployment in minority communities is about 40 to 45 percent.
1	I investigated Abramoff and people ended up in jail.
0	"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy."""
1	A Republican bill that would change John Doe criminal investigations is creating exceptions in the law for politicians.
1	Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.
1	"Barack Obama ""cut taxes for working families."""
1	Says Fulton County government hasnt raised its millage rate since 1991.
1	We put a lid on Irans nuclear program without firing a single shot.
0	Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.
1	My 7-step plan creates 700,000 jobs in 7 years.
1	In 2006, Donald Trump was hoping for a real estate crash.
0	Sean Duffy backed plan to privatize Social Security.
1	We in Indiana have . . . the highest credit rating in the nation.
1	Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.
1	In Libya, America spent $2 billion total and didnt lose a single life.
1	The Paul Ryan budget proposal would privatize Medicare.
1	Between 2010 and 2014, there was no net in-migration from Mexico.
1	$50,000. Thats what every child owes today because Washington politicians have run up a huge spending tab and left our kids the bill.
1	A gay man who survived #orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay.
0	The economy began its nose dive when Democrats took control of Congress in January 2007.
1	Wisconsin has one of the most progressive tax codes in the country.
0	Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.
1	The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.
1	The No. 1 cause of childhood deaths is preventable accidents.
1	Says Donald Trump was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money.
1	Says Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers.
0	Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.
1	Weve got 40 years of study now that show that, with a good preschool start, youre less likely to be on public dole, youre less likely to be in prison.
1	Joe Straus is the first Jewish speaker of the Texas House.
1	Says that in his book, Rick Perry said that Social Security is unconstitutional.
1	Human trafficking is the third-biggest criminal enterprise in the world.
1	We supported the first new nuclear power plant in three decades.
1	By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.
1	Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.
0	If I have affordable coverage in my workplace, Im not eligible to go into the marketplace. ... Its illegal.
1	We are one of the most expensive [bus] rides in New England.
0	Nearly half of all persons under 30 did not go to work today.
1	The richest 1 percent have more financial wealth than the bottom 95 percent combined.
1	Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.
0	U.S. Rep. Scott Rigell wants gun owners in a federal registration system.
1	71% of WIs roads are in poor or mediocre condition and 14% of WIs bridges are structurally deficient or functionally obsolete.
0	An independent payment advisory board created by the health care reform law can ration care and deny certain Medicare treatments.
1	Planned Parenthood is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.
0	If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.
1	The NRA supported background checks...
1	For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.
0	Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.
1	In 2009, Yost spent 2.5 times more money than it took to run the (prosecutors) office before he got there.
1	The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.
1	Marco Rubio has the No. 1absentee record in the United States Senate.
0	Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.
1	Eighty-seven percent of private insurance plans currently include (abortion) coverage.
1	Says Newt Gingrich said Spanish is the language of the ghetto.
1	Says Connie Mack was the only member of the Florida delegation that voted against a bill to help NASA.
1	Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.
1	If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.
1	Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was unarmed.
0	Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.
1	The Orange County, Florida, school board voted to make it impossible for a student to receive a grade below 50.
1	In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills.
0	"President Obama ""doesn't ... want to admit we're at war."""
1	Says Peyton Manning struggles in cold weather games.
0	Ken Block supports Obamacare.
0	Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.
1	I have 2 and a half million more votes than he (Sanders) does.
1	Oil companies are able to sell oil that costs no more to produce today than it did one year ago.
1	In Ferguson, Mo.,youve got threeblack officers and 50 white officers with a town that is 67 percent African-American.
1	The shutdown is projected to result in $10 billion in costs to the economy per week.
1	Rick Perry has become a millionaire on the public payroll.
1	In the U.S. agreement with the Cuban government, no commitment was made to allowing the establishment of political parties or to even begin the semblance of a transition to a democracy.
1	We had 6,000 oil and gas spills in 2012 with more oil and gas spreading in the United States than the entire Exxon Valdez spill.
1	The transportation sales tax would cost the average consumer an estimated $112 a year.
1	In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.
1	Thanks in part to our all-of-the-above strategy for American energy, the United States generates more natural gas than anybody.
1	Over the last 40 years, this countrys prison population has grown by 500 percent.
0	The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.
1	"Louisiana is turning down $100 million ""that would require us to change our unemployment law, that would have actually raised taxes on Louisiana businesses."""
0	After actions by Gov. Scott Walker and Republicans, Wisconsin is dead broke.
0	If the Stamp Farm wind turbine is built, the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures.
1	Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.
1	Says David Vitter answered a prostitutes call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom.
0	Obamacarerepresents the largest tax increase in the history of the world.
0	In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.
1	Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.
0	Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.
1	Under President George W. Bush, the U.S. had 52 months of ... uninterrupted job creation and revenues were at an all-time high in 2007.
0	With his decision on whether to fire Gen. Stanley McChrystal, President Obama has to fix yet another problem he inherited from the Bush administration.
0	How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?
1	Illegal immigration and the crime rate are as low as theyve been in decades.
0	In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.
0	Says Tom Barrett supports a government takeover of our health care
1	"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us."""
1	In 2012, Connie Mack missed 178 votes, one of the worst voting records in Congress.
1	There are at least 23 countries that refuse to take their people back after theyve been ordered to leave the United States, including large numbers of violent criminals.
1	Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.
1	Former Gov. Rick Perry signed a law that a federal court said was actually written with the purpose of discriminating against minority voters.
0	Under current policies, were going to reduce the overall debt of the United States by $3 trillion over the next 10 years.
0	Says President Barack Obama is absolutely a Muslim.
1	Classified material has a header which says top-secret, secret, confidential. Nothing, and I will repeat this and this is verified in the report by the Department of Justice, none of the emails sent or received by me had such a header.
0	Obama spent $7 billion to bring electricity to Africa, failed miserably.
0	Next year, you will be mandated by federal law to get rid of your existing light bulbs.
1	Theyre saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.
1	Repeal of Obamacare would take away health care for 10.3 million Americans who have received coverage since Oct. 1, 2013.
1	Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.
1	Ninety-five percent of all the wages in Texas are above minimum wage.
0	Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.
1	The richest 1 percent of America will get a bigger tax cut through this bill than the family income of the average family here in Central Texas.
1	A majority in every state favors path to citizenship for undocumented immigrants.
1	About 57 percent of registered Democrats in the new (9th Congressional) district come from my old district.
1	South Carolina has a labor shortage, specifically in the meatpacking industry.
1	Most AGs dont go to court..
1	Because of the new health care law, 2.5 million young adults now have coverage.
1	"Florida ""has the second-highest foreclosure rate in the nation."""
1	Says he holds the record for most appearances on Meet the Press.
1	Says Bernie Sanders chose to spend his honeymoon in the Soviet Union in 1988.
0	A $10 million fire fee proposal in St. Petersburg was inspired by Gov. Rick Scott.
0	And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion.
1	In Florida, the number of voters who now register as other has grown by a million in the last 10 years. Compare that with the Democrats, who only grew by 300,000 and the Republicans who grew by just 200,000.
1	Wisconsin pays criminal defense lawyers who represent the indigent $40 per hour, the lowest in the country.
1	The (New England) Patriots were led by an explosive offense that scored the second most points in the NFL.
1	The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.
1	(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.
1	Most folks wages havent gone up in over a decade.
1	Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.
1	There isnt a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.
1	The Seminole gambling compact offers $3 billion in guaranteed revenue, the largest share for any state in history.
1	You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.
1	I supported tort reform with regard to securities...product liability...interstate commerce.
0	Theres no wildlife in the Arctic National Wildlife Refuge.
0	Says Sal Esquivel wants a 5 percent state sales tax on groceries.
1	My son had to resign his job because of federal regulations that Washington has put on us.
1	Superdelegates have never been a determining factor in who our nominee is since theyve been in place since 1984.
1	About 40 percent of workers dont ... have a single paid sick day.
0	AIG insures the pension trust of the United States Congress!
1	These 60 acres (the Atlanta Braves want to build a stadium on) have produced zero SPLOST money for parks and recreation, have produced zero money for education.
1	President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.
1	Sen. Rubios (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.
1	Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.
1	President Obamas suggested reduction in spending for next year: $0.
1	This year, the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments.
0	President Barack Obamas policies have forced many parts of the country to experience rolling blackouts.
0	A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.
1	Undocumented workers crossing the border right now is at a 12-year low.
0	Says that Starbucks took Christmas off of their brand new cups.
1	Today New Mexico (has) the sixth-fastest growing economy.
1	500 percent more traffic here?
1	Mitt Romney says the next president doesn't need foreign policy experience.
1	We in this state saw more job creation in the last three years since Ive been governor than you saw in the whole eight years of Doyles time as governor.
